overall_qual,heating_qc,gr_liv_area,full_bath,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,lot_frontage,lot_area,lot_shape,exter_qual,mas_vnr_stone,mas_vnr_none,mas_vnr_brick,neighborhood,bsmt_qual,total_bsmt_sf,garage_finish,garage_cars,garage_age,sold_years,house_age,remod_years,central_air,logsaleprice
5,2,1152,1,1,6,0,0,102.0,9373,-1,2,0,0,1,2,3,1152.0,1,2.0,51.0,-55.0,69.0,69.0,1,11.831379196088763
7,4,1884,2,3,7,1,5,70.0,7000,0,3,0,1,0,6,4,926.0,2,2.0,19.0,-7.0,19.0,19.0,1,12.392137188602963
7,4,1923,2,2,8,1,3,105.0,10186,-1,3,0,1,0,10,4,750.0,2,2.0,30.0,-19.0,30.0,30.0,1,12.154779351142624
7,4,1611,2,2,6,0,0,90.0,11664,0,3,0,1,0,5,4,1569.0,2,3.0,20.0,-8.0,20.0,20.0,1,12.429216196844383
5,2,1437,2,2,6,1,2,90.0,10768,-1,3,0,1,0,7,4,1437.0,2,2.0,46.0,-32.0,46.0,18.0,1,12.292250341771226
7,4,2075,2,2,8,1,4,78.0,10530,0,3,0,0,1,5,4,1148.0,1,2.0,29.0,-14.0,29.0,29.0,1,12.449018824140563
7,4,1670,2,2,7,1,4,50.0,14859,-1,3,0,0,1,4,4,1670.0,2,3.0,16.0,0.0,16.0,16.0,1,12.388394202324129
8,4,2140,2,2,8,0,0,93.0,10481,-1,3,0,1,0,5,4,2140.0,3,3.0,16.0,-1.0,16.0,15.0,1,12.793859310432293
5,3,1265,2,2,6,1,4,85.0,9350,0,2,0,1,0,2,3,1219.0,2,2.0,57.0,-43.0,57.0,23.0,1,12.100156419938624
5,2,3086,3,3,12,1,4,105.0,16737,-1,2,0,1,0,6,3,1598.0,0,0.0,44.0,-62.0,76.0,28.0,1,12.20856952572876
3,1,968,1,1,6,0,0,50.0,5925,0,2,0,1,0,2,3,600.0,0,0.0,44.0,-100.0,112.0,72.0,0,10.542706391070517
8,4,1312,2,2,5,0,0,60.1,6718,-1,3,0,0,1,7,5,1267.0,1,2.0,21.0,-6.0,21.0,21.0,1,12.103486056755072
7,4,2787,4,1,8,2,3,84.4,11855,0,2,0,0,1,4,5,1168.0,3,4.0,22.0,-10.0,22.0,22.0,1,12.504323669331189
7,4,1733,2,2,7,1,4,71.5,12394,-1,3,0,1,0,4,4,847.0,3,2.0,19.0,-5.0,19.0,19.0,1,12.323855681186558
6,3,1215,1,2,6,0,0,50.0,7000,0,2,0,1,0,1,3,720.0,3,2.0,57.0,-68.0,82.0,72.0,1,11.856515169360305
9,4,1743,2,3,8,1,4,87.0,10367,-1,4,1,0,0,10,5,1739.0,2,3.0,14.0,-2.0,14.0,14.0,1,12.721885810807203
5,4,1026,1,1,5,0,0,38.0,15240,-1,3,0,1,0,5,4,1026.0,1,1.0,45.0,-33.0,45.0,18.0,1,11.918390573078392
9,3,1842,0,2,5,1,4,68.0,16737,-1,3,0,1,0,7,5,1842.0,3,3.0,41.0,-25.0,41.0,35.0,1,12.86099861326992
7,2,1986,2,1,7,3,2,85.0,13600,0,2,0,0,1,2,3,768.0,1,2.0,57.0,-45.0,57.0,32.0,1,12.230765258120545
7,4,1208,2,2,6,0,0,64.0,6762,0,3,1,0,0,5,4,1187.0,2,2.0,16.0,-5.0,16.0,16.0,1,12.235631447771718
7,4,1422,2,2,7,0,0,63.0,8500,0,3,0,0,1,5,4,1422.0,2,2.0,18.0,-4.0,18.0,18.0,1,12.098487434850236
4,2,1220,1,1,6,0,0,67.0,8877,0,2,0,1,0,2,2,836.0,1,2.0,71.0,-56.0,71.0,71.0,1,11.532728092266408
5,2,1126,2,3,6,0,0,90.2,15611,-1,2,0,1,0,5,4,1126.0,2,2.0,45.0,-31.0,45.0,45.0,1,12.072541252905651
5,3,1384,1,1,6,0,0,70.0,13300,0,2,0,1,0,2,3,1015.0,1,2.0,21.0,-51.0,66.0,21.0,1,11.976659481202368
6,2,1127,1,1,6,1,1,65.0,6500,0,2,0,0,1,2,3,1127.0,1,2.0,31.0,-33.0,46.0,46.0,1,11.813030057420567
6,3,1855,2,1,7,0,0,75.0,9525,0,2,0,1,0,2,3,994.0,1,1.0,68.0,-53.0,68.0,50.0,1,11.82700601127654
5,2,1236,1,1,6,1,3,65.0,6993,0,2,0,1,0,2,3,912.0,1,1.0,61.0,-46.0,61.0,28.0,1,11.813030057420567
8,4,2365,2,2,8,1,4,82.0,9430,0,3,0,0,1,10,4,1252.0,2,3.0,23.0,-11.0,23.0,23.0,1,12.727838209334498
6,2,2654,2,2,9,1,4,79.7,11029,-1,2,0,0,1,5,3,1054.0,1,2.0,54.0,-39.0,54.0,38.0,1,12.429216196844383
8,4,2340,2,2,9,1,4,87.1,14311,-1,3,0,0,1,5,4,1236.0,2,3.0,26.0,-13.0,26.0,26.0,1,12.631340380934517
5,2,1200,3,1,5,0,0,60.0,10800,0,2,0,1,0,2,4,1200.0,0,0.0,44.0,-23.0,35.0,34.0,1,12.095141084822892
7,4,1392,2,2,5,0,0,34.0,3604,0,3,0,1,0,6,4,689.0,1,2.0,15.0,-1.0,15.0,15.0,1,11.891361900690473
6,3,2180,1,1,7,1,4,60.0,10320,0,2,0,1,0,1,3,1138.0,1,2.0,16.0,-93.0,107.0,72.0,1,11.9891596439666
6,3,1610,2,2,6,2,3,78.6,10603,-1,2,0,0,1,5,3,1610.0,2,2.0,45.0,-33.0,45.0,21.0,1,12.230765258120545
7,3,1501,2,2,6,1,3,42.0,4084,-1,3,0,0,1,7,4,1277.0,3,2.0,36.0,-22.0,36.0,36.0,1,12.394624752074764
4,3,1029,1,1,5,0,0,61.0,7943,0,2,0,0,0,2,3,1029.0,1,1.0,61.0,-46.0,61.0,61.0,1,11.682668239557323
5,4,1352,1,2,6,0,0,92.0,6930,-1,2,0,0,1,6,3,1062.0,1,1.0,64.0,-49.0,64.0,64.0,1,11.77528972943772
5,4,1072,1,1,5,2,4,60.0,7200,0,2,1,0,0,2,3,808.0,1,2.0,82.0,-68.0,82.0,72.0,1,11.77528972943772
10,4,2698,2,3,11,1,4,82.0,16052,-1,4,1,0,0,10,5,1850.0,2,3.0,16.0,0.0,16.0,16.0,1,13.190022025878143
5,3,912,1,1,6,0,0,65.0,7150,0,2,0,0,1,2,3,912.0,1,1.0,60.0,-48.0,60.0,60.0,1,11.719939634354555
4,2,1152,2,1,6,0,0,65.0,6012,0,2,0,1,0,2,0,0.0,0,0.0,44.0,-54.0,67.0,67.0,0,11.314474526246391
7,4,1450,1,1,7,0,0,53.0,5350,0,2,0,1,0,2,3,624.0,1,1.0,87.0,-89.0,102.0,57.0,1,11.790557201568507
5,4,1073,1,1,4,0,0,60.0,5400,0,2,0,1,0,2,3,1073.0,1,1.0,54.0,-86.0,101.0,54.0,1,11.594321103174222
5,2,1458,1,1,7,1,3,74.0,9535,-1,2,0,0,1,2,3,1176.0,1,2.0,55.0,-40.0,55.0,55.0,1,12.013700752882718
7,4,1486,2,2,7,0,0,65.0,7441,-1,3,0,0,1,4,4,1461.0,2,2.0,16.0,-1.0,16.0,16.0,1,12.106252310247962
5,2,1774,2,1,8,1,3,88.0,15400,0,2,0,1,0,2,3,552.0,1,1.0,61.0,-49.0,61.0,61.0,1,12.013700752882718
5,2,1479,2,1,8,0,0,68.0,10544,-1,2,0,1,0,3,3,864.0,3,1.0,53.0,-42.0,53.0,53.0,1,11.9891596439666
8,4,1504,2,2,7,0,0,85.0,10936,0,3,0,0,1,6,4,1504.0,3,2.0,16.0,0.0,16.0,16.0,1,12.201060103706629
7,4,1894,2,2,8,1,4,80.0,11316,0,3,0,0,1,7,4,817.0,3,2.0,20.0,-9.0,20.0,19.0,1,12.277928082630602
8,4,1278,2,2,5,0,0,72.0,8640,0,3,0,1,0,6,4,1278.0,2,2.0,16.0,0.0,16.0,16.0,1,12.19904803059321
8,3,2263,2,2,10,1,3,93.0,12090,0,3,0,0,1,10,4,1141.0,3,2.0,24.0,-9.0,24.0,24.0,1,12.460714863903755
7,4,2787,4,1,8,2,3,66.5,7939,0,2,0,0,1,4,5,1168.0,3,4.0,22.0,-10.0,22.0,22.0,1,12.504323669331189
7,4,1414,2,2,6,1,4,65.7,7750,0,3,0,1,0,4,4,707.0,3,2.0,20.0,-6.0,20.0,20.0,1,12.078239274020289
6,4,1302,2,2,7,0,0,85.0,9350,0,2,0,0,1,2,4,1302.0,2,1.0,58.0,-44.0,58.0,31.0,1,11.970350312009105
8,4,1419,2,2,7,1,3,65.7,7750,0,3,0,1,0,4,4,408.0,3,2.0,20.0,-8.0,20.0,20.0,1,12.123234367221169
6,2,1220,2,1,6,1,3,105.0,13001,-1,2,0,0,1,5,3,1625.0,1,2.0,51.0,-37.0,51.0,51.0,1,12.043553716032399
6,3,1982,2,1,6,1,3,83.6,13607,-1,2,0,0,1,5,3,572.0,3,2.0,36.0,-24.0,36.0,36.0,1,12.245293358683455
6,4,848,1,2,4,0,0,40.9,4435,0,3,0,0,1,5,4,848.0,3,2.0,19.0,-7.0,19.0,19.0,1,11.84939770159144
8,4,1648,2,3,5,1,4,44.0,3843,-1,4,1,0,0,5,5,1596.0,3,2.0,15.0,-3.0,15.0,14.0,1,12.345834587905333
8,3,1337,2,2,5,1,3,65.0,5950,-1,3,0,1,0,10,4,1337.0,2,2.0,33.0,-19.0,33.0,33.0,1,12.146853285870202
5,2,1717,1,1,7,1,4,80.0,12400,0,2,0,1,0,5,4,901.0,1,1.0,82.0,-67.0,82.0,72.0,1,12.175613438045465
5,3,1104,1,1,5,0,0,75.0,10425,0,2,0,1,0,2,3,1104.0,2,1.0,66.0,-53.0,66.0,64.0,1,11.79810440720389
5,2,907,1,1,5,0,0,75.0,16269,-1,2,0,0,1,5,4,907.0,1,1.0,44.0,-32.0,44.0,44.0,1,11.84939770159144
7,4,1652,2,2,6,0,0,68.0,8998,-1,3,0,0,1,5,4,782.0,2,2.0,22.0,-9.0,22.0,22.0,1,12.24288661865289
6,3,2640,2,2,8,1,3,80.0,10400,0,2,0,0,1,5,3,932.0,2,2.0,55.0,-43.0,55.0,25.0,1,12.456442183097975
5,3,1034,1,1,5,0,0,60.0,10134,0,2,0,1,0,2,3,735.0,1,1.0,82.0,-68.0,82.0,72.0,1,11.59910316121128
5,2,1513,2,1,8,0,0,64.0,7007,0,2,0,1,0,4,0,0.0,1,2.0,43.0,-31.0,43.0,43.0,1,11.641512152666213
8,4,1498,2,2,7,1,4,78.0,11645,0,3,1,0,0,5,5,1498.0,3,3.0,17.0,-5.0,17.0,16.0,1,12.375815420117268
5,3,1053,1,2,6,0,0,60.0,8250,0,2,0,1,0,2,3,1053.0,2,2.0,28.0,-45.0,59.0,59.0,1,11.864286314085192
6,3,1293,2,1,5,0,0,79.7,11027,-1,2,1,0,0,2,3,1178.0,2,2.0,68.0,-53.0,68.0,68.0,1,11.917723684090689
9,4,2020,2,3,7,1,4,95.0,12350,0,4,1,0,0,10,5,2020.0,2,3.0,14.0,-2.0,14.0,14.0,1,12.909170156943286
7,2,2448,3,1,9,2,4,95.0,16737,-1,2,0,1,0,2,3,1438.0,2,2.0,60.0,-45.0,60.0,24.0,1,12.533576212168626
6,2,1732,2,2,7,1,3,77.0,9206,0,3,0,0,1,4,4,741.0,3,2.0,37.0,-25.0,37.0,37.0,1,12.089538829274222
8,4,1324,2,2,6,1,4,48.0,6240,0,3,0,0,1,10,4,1324.0,3,2.0,16.0,-4.0,16.0,16.0,1,12.445089546000673
2,2,832,1,1,5,1,4,68.0,9656,0,2,0,1,0,2,2,678.0,1,2.0,94.0,-88.0,99.0,52.0,0,9.45634070543332
7,3,1253,2,1,6,1,3,63.0,7875,0,2,0,0,1,4,4,1237.0,3,2.0,27.0,-13.0,27.0,26.0,1,12.078239274020289
9,4,2596,3,2,9,0,0,105.0,16259,0,2,1,0,0,10,5,1249.0,2,3.0,16.0,0.0,16.0,16.0,1,12.7444443677961
5,2,902,1,1,6,0,0,55.5,6173,-1,2,0,0,1,2,3,876.0,1,1.0,55.0,-41.0,55.0,55.0,1,11.740061037553975
6,4,1495,2,1,8,1,3,75.0,12890,-1,2,0,0,1,7,4,1495.0,1,2.0,33.0,-19.0,33.0,33.0,1,11.918390573078392
8,4,1584,2,3,6,1,4,84.0,10440,0,4,0,1,0,6,4,1574.0,3,2.0,15.0,0.0,15.0,15.0,1,12.473535428894305
7,4,1080,1,2,6,0,0,63.0,7500,0,2,0,0,1,4,4,1080.0,0,0.0,44.0,-5.0,18.0,17.0,1,11.856515169360305
4,3,1647,1,1,6,1,2,75.0,9532,0,2,0,1,0,2,3,1105.0,3,1.0,69.0,-54.0,69.0,69.0,1,11.938193200374572
7,4,1258,2,2,6,1,4,53.0,3922,0,3,0,0,1,5,5,1258.0,3,3.0,15.0,-1.0,16.0,15.0,1,12.058152515453552
6,4,1396,1,1,7,0,0,60.0,8730,0,2,0,1,0,2,3,698.0,1,1.0,19.0,-93.0,107.0,19.0,1,11.941944326032129
5,4,1001,1,2,5,0,0,60.0,6060,0,3,0,1,0,1,3,837.0,1,1.0,92.0,-78.0,92.0,15.0,1,11.73526869611367
9,4,2121,2,3,8,1,5,105.0,14450,0,4,0,0,1,10,5,2121.0,3,3.0,15.0,-1.0,16.0,15.0,1,12.936751613811438
6,4,1480,1,1,6,0,0,60.0,5400,0,1,0,1,0,2,3,972.0,1,1.0,102.0,-90.0,102.0,72.0,1,11.686878772093667
8,4,1588,2,2,7,1,4,85.0,10000,0,3,1,0,0,6,4,1588.0,2,3.0,16.0,-1.0,16.0,16.0,1,12.332705296463539
5,4,1053,1,2,5,0,0,72.0,10007,-1,3,0,0,1,2,3,1053.0,2,1.0,63.0,-50.0,63.0,16.0,1,11.887931365593685
3,2,492,1,1,3,0,0,52.0,7830,0,2,0,1,0,2,2,492.0,1,1.0,101.0,-86.0,101.0,72.0,1,11.02679245379461
7,3,1851,2,1,8,1,3,90.0,11727,0,2,0,0,1,2,3,1851.0,3,2.0,53.0,-38.0,53.0,53.0,1,12.165771348756648
6,4,1403,1,1,7,0,0,60.0,10320,0,2,0,1,0,1,3,698.0,1,1.0,107.0,-95.0,107.0,57.0,1,11.661345470088502
6,4,1138,1,1,6,0,0,65.0,10482,0,2,0,0,1,2,3,588.0,2,1.0,64.0,-50.0,64.0,64.0,1,11.884489021402711
9,4,2452,2,3,10,1,4,105.0,15274,-1,3,0,0,1,10,5,2452.0,3,3.0,19.0,-7.0,19.0,19.0,1,13.005829561148378
5,2,1040,2,2,5,0,0,61.0,8800,-1,2,0,1,0,5,4,1040.0,1,2.0,45.0,-33.0,45.0,14.0,1,11.921718363171067
6,3,1655,2,1,7,1,3,75.0,10000,-1,2,0,1,0,4,4,763.0,3,2.0,29.0,-17.0,29.0,28.0,1,12.077670930725649
6,4,1116,2,1,6,1,3,78.0,10140,0,2,0,0,1,5,3,1116.0,2,2.0,48.0,-36.0,48.0,48.0,1,12.031123843065632
7,4,1863,2,2,9,1,4,58.0,14054,-1,3,0,1,0,4,4,879.0,3,3.0,16.0,0.0,16.0,16.0,1,12.297785453453374
6,4,1845,2,2,8,1,3,70.0,11218,0,3,0,1,0,4,4,1055.0,2,2.0,30.0,-19.0,30.0,30.0,1,12.14950229404178
5,2,1176,1,1,6,2,4,74.0,8856,0,2,0,0,1,2,3,1176.0,2,1.0,65.0,-51.0,65.0,65.0,1,11.824079893607152
5,4,892,1,2,5,0,0,65.0,7800,0,2,0,0,1,2,3,864.0,1,1.0,56.0,-45.0,56.0,14.0,1,11.834284063781393
5,2,1022,1,1,4,0,0,60.0,7200,0,2,0,1,0,2,3,1022.0,1,1.0,66.0,-100.0,112.0,16.0,0,11.350406535472453
5,2,2136,2,1,7,0,0,89.0,10680,0,2,0,0,1,2,3,2136.0,1,2.0,71.0,-56.0,71.0,71.0,0,11.834284063781393
6,4,1604,2,1,7,0,0,59.0,9535,-1,2,0,1,0,4,4,926.0,3,2.0,24.0,-10.0,24.0,24.0,1,12.183315658407558
6,2,1647,1,0,6,0,0,66.0,6858,0,2,0,1,0,2,4,806.0,1,1.0,102.0,-96.0,107.0,72.0,0,11.759785542901755
5,4,864,1,2,5,1,3,75.0,8100,0,2,0,1,0,2,3,864.0,1,1.0,60.0,-47.0,61.0,15.0,1,11.813030057420567
5,2,1076,1,1,5,1,2,83.9,9216,-1,2,0,0,1,5,3,1076.0,1,2.0,37.0,-33.0,47.0,47.0,1,11.87196261669798
5,2,935,1,1,4,0,0,50.0,9100,0,2,0,1,0,2,3,742.0,1,1.0,34.0,-79.0,92.0,62.0,1,11.283512300642423
7,4,1663,2,2,8,0,0,67.0,12774,0,3,0,0,1,4,4,835.0,2,2.0,19.0,-5.0,19.0,18.0,1,12.167851432709975
5,2,1328,1,1,6,0,0,50.0,6000,0,2,0,1,0,2,3,768.0,1,1.0,72.0,-60.0,72.0,52.0,1,11.771436160121729
6,3,1572,2,1,7,1,3,84.0,10364,-1,2,0,1,0,4,4,806.0,3,2.0,27.0,-13.0,27.0,26.0,1,12.031719258385396
6,4,1342,2,1,7,1,4,50.0,6000,0,2,0,1,0,2,3,739.0,1,1.0,83.0,-70.0,83.0,72.0,1,11.56171562913966
6,2,981,1,1,5,0,0,80.3,10530,-1,2,0,1,0,2,3,981.0,1,2.0,43.0,-37.0,51.0,51.0,1,11.872346634576987
5,4,1099,1,2,6,0,0,75.0,9525,0,2,0,1,0,5,4,1099.0,1,1.0,23.0,-13.0,27.0,16.0,1,11.877568578558138
7,4,2110,2,2,8,2,2,67.6,8880,-1,3,0,1,0,4,4,948.0,2,2.0,28.0,-17.0,28.0,20.0,1,12.230765258120545
6,2,1026,1,1,5,1,1,82.0,8410,-1,2,0,1,0,3,4,970.0,1,2.0,48.0,-33.0,48.0,48.0,1,11.870599909242044
9,4,1419,1,3,5,1,3,42.0,4385,-1,3,0,1,0,6,5,1419.0,3,2.0,21.0,-7.0,21.0,21.0,1,12.577636201962656
9,4,2364,2,3,11,2,4,100.0,12919,-1,4,1,0,0,10,5,2330.0,3,3.0,13.0,-1.0,13.0,12.0,1,13.323926946863102
5,3,1040,1,2,6,0,0,82.0,12464,-2,2,0,1,0,5,4,1040.0,1,2.0,22.0,-14.0,26.0,26.0,1,11.931635799828413
8,4,1280,2,2,5,0,0,43.0,5005,-1,3,0,1,0,10,4,1280.0,2,2.0,30.0,-19.0,30.0,30.0,1,12.162643087602838
8,4,2473,2,2,9,1,4,76.0,9591,0,3,0,0,1,10,5,1143.0,2,3.0,18.0,-4.0,18.0,17.0,1,12.666657052859417
7,4,1302,1,2,6,2,4,70.0,6960,0,2,0,1,0,2,3,680.0,1,1.0,82.0,-68.0,82.0,24.0,1,12.015214757713933
5,2,1092,1,1,6,0,0,75.0,9825,0,2,0,1,0,2,3,1092.0,1,1.0,56.0,-42.0,56.0,56.0,1,11.719939634354555
6,2,1188,1,1,4,1,3,88.0,14175,0,2,0,1,0,2,3,988.0,1,2.0,66.0,-53.0,66.0,66.0,1,12.128111104060462
7,3,1045,1,1,6,0,0,74.0,7400,0,2,0,1,0,2,3,1045.0,1,2.0,60.0,-45.0,60.0,60.0,1,11.695247021764184
6,3,1093,2,1,6,1,2,88.0,10738,-1,2,0,1,0,5,3,1093.0,2,2.0,56.0,-42.0,56.0,56.0,1,11.973509872299472
6,4,1640,2,2,6,0,0,65.0,8366,-1,3,0,1,0,4,4,798.0,2,2.0,18.0,-5.0,18.0,18.0,1,12.061046873479915
4,2,1224,2,1,6,0,0,70.0,9842,0,2,0,1,0,2,0,0.0,1,2.0,60.0,-46.0,60.0,60.0,1,11.53076538309856
7,4,1135,1,2,6,0,0,60.0,7200,0,3,0,1,0,2,4,560.0,2,2.0,51.0,-74.0,86.0,15.0,1,11.951180395901384
5,4,1078,1,3,6,0,0,60.0,10230,0,2,0,1,0,2,3,1054.0,1,1.0,35.0,-85.0,97.0,72.0,1,11.736069016284437
4,3,968,1,1,5,0,0,52.0,8626,0,2,0,1,0,2,0,0.0,1,1.0,66.0,-52.0,66.0,66.0,1,11.556942350387002
9,4,2224,2,3,10,1,4,74.0,8834,0,3,1,0,0,10,5,1462.0,3,3.0,18.0,-6.0,18.0,17.0,1,12.765688433465597
3,3,1040,2,1,6,0,0,60.0,8544,0,2,0,1,0,2,0,0.0,1,2.0,73.0,-57.0,72.0,72.0,0,11.44571671527678
7,4,1790,2,2,7,0,0,68.0,9179,-1,3,0,0,1,5,4,873.0,2,2.0,23.0,-9.0,23.0,23.0,1,12.170445467887022
6,1,2555,2,1,11,1,4,79.0,11526,-1,2,0,1,0,5,5,588.0,3,2.0,29.0,-87.0,100.0,28.0,1,12.160028707028767
6,4,813,1,2,5,0,0,70.0,5684,0,2,0,1,0,2,3,813.0,1,1.0,90.0,-77.0,92.0,17.0,1,11.608235644774552
8,4,1872,2,3,7,1,3,84.0,11885,0,3,0,0,1,5,4,1299.0,2,2.0,21.0,-9.0,21.0,21.0,1,12.474189562487116
5,3,1050,1,1,5,0,0,80.0,9600,0,2,0,1,0,2,3,1050.0,1,1.0,66.0,-54.0,66.0,66.0,1,11.766792188927278
9,4,3500,3,3,11,1,3,105.0,16737,-1,3,0,0,1,10,5,1733.0,2,3.0,29.0,-13.0,29.0,28.0,1,13.27851205989426
4,4,948,1,1,5,0,0,75.0,10215,0,2,0,0,1,2,3,864.0,1,1.0,68.0,-54.0,68.0,68.0,1,11.617285480294472
5,2,1316,1,1,7,0,0,60.0,8550,0,2,0,1,0,2,2,750.0,1,2.0,57.0,-82.0,96.0,72.0,1,11.407564949312402
6,2,2380,2,1,7,1,1,95.0,16737,-1,2,0,0,0,2,4,1021.0,1,2.0,57.0,-42.0,57.0,43.0,1,11.76756768334381
6,4,1640,1,2,7,1,4,85.2,14778,-1,3,0,0,1,5,3,1296.0,1,2.0,29.0,-54.0,68.0,16.0,1,12.319401330837177
6,4,1200,2,2,5,0,0,34.0,3182,0,3,0,1,0,6,4,600.0,2,2.0,17.0,-3.0,17.0,17.0,1,12.013700752882718
6,4,1324,1,1,6,0,0,52.0,3182,0,2,0,1,0,2,3,662.0,1,1.0,102.0,-91.0,102.0,29.0,1,11.711776323715394
8,4,1564,2,3,6,1,4,68.0,8298,-1,3,0,1,0,7,4,1546.0,2,2.0,15.0,-1.0,16.0,15.0,1,12.49612690212701
9,4,3140,3,3,11,2,4,104.0,13518,0,4,1,0,0,10,5,1926.0,3,3.0,13.0,-2.0,14.0,13.0,1,13.091904169919621
6,2,2486,2,1,8,1,4,90.0,16737,-3,2,0,1,0,2,3,1595.0,1,2.0,60.0,-45.0,60.0,60.0,1,12.301382825334498
6,4,1771,2,2,6,0,0,81.8,13142,-1,2,0,0,1,5,4,864.0,2,2.0,25.0,-11.0,25.0,25.0,1,12.281643832377247
8,4,1836,2,2,7,1,4,105.0,11362,-1,3,1,0,0,10,5,1836.0,3,3.0,18.0,-6.0,18.0,17.0,1,12.542544882151386
8,4,1575,2,2,7,1,3,92.0,10845,-1,3,0,0,1,10,4,1603.0,3,3.0,19.0,-5.0,19.0,18.0,1,12.556729517143344
4,3,630,1,1,3,0,0,34.0,3182,0,2,0,1,0,1,4,630.0,0,0.0,44.0,-38.0,52.0,52.0,1,11.344506813345266
6,2,1395,1,1,7,1,3,80.0,9760,0,2,0,0,1,2,3,1395.0,2,2.0,59.0,-48.0,59.0,38.0,1,12.165250651009918
7,2,1004,1,2,5,1,1,66.0,3960,0,2,0,1,0,2,3,502.0,1,1.0,92.0,-77.0,92.0,72.0,0,11.56171562913966
7,4,1836,2,2,8,1,4,70.0,9100,0,3,0,1,0,5,4,1860.0,3,2.0,18.0,-3.0,18.0,17.0,1,12.28690119819279
5,2,1496,2,2,6,0,0,80.0,9600,0,1,0,0,1,2,3,1296.0,2,2.0,62.0,-49.0,62.0,62.0,1,11.86005499606543
5,4,894,1,2,5,0,0,57.0,9764,-1,2,0,1,0,2,3,894.0,2,2.0,55.0,-42.0,55.0,19.0,1,11.77528972943772
5,2,1040,2,1,5,0,0,60.0,8430,0,2,0,0,1,5,4,1040.0,0,0.0,44.0,-32.0,44.0,44.0,1,11.728036844587175
5,4,1828,2,2,6,0,0,50.0,9060,0,2,0,1,0,1,4,859.0,0,0.0,44.0,-85.0,99.0,23.0,1,11.924432285124535
5,4,1008,1,1,4,0,0,66.0,12778,0,2,0,1,0,2,3,1008.0,2,1.0,70.0,-55.0,70.0,19.0,1,11.845819880243557
4,2,864,1,1,5,0,0,60.0,8172,0,2,0,1,0,2,3,864.0,1,2.0,26.0,-53.0,67.0,67.0,1,11.280678099406549
8,4,1484,2,3,6,1,4,64.0,9037,-1,3,0,0,1,7,4,1476.0,2,2.0,16.0,-1.0,16.0,16.0,1,12.490875577231112
6,2,790,1,1,4,0,0,52.0,6292,0,2,0,1,0,2,4,768.0,1,1.0,97.0,-79.0,92.0,72.0,0,11.418614785498987
5,4,1934,2,1,6,1,3,85.0,11900,0,2,0,0,1,4,4,1122.0,1,2.0,45.0,-33.0,45.0,45.0,1,12.128111104060462
5,4,1150,1,1,6,0,0,70.0,7945,0,2,0,1,0,2,3,1150.0,2,1.0,63.0,-48.0,63.0,63.0,1,11.856515169360305
8,4,2152,2,2,7,1,4,105.0,16659,-1,3,0,1,0,10,4,1582.0,1,2.0,15.0,0.0,15.0,14.0,1,12.468882964346784
4,2,672,1,1,4,0,0,50.0,9340,0,2,0,1,0,2,3,672.0,1,1.0,81.0,-69.0,81.0,72.0,1,11.635143097694478
8,4,1511,2,2,6,1,2,79.9,11454,-2,3,0,0,1,4,4,1401.0,3,3.0,27.0,-13.0,27.0,27.0,1,12.323855681186558
5,2,793,1,0,4,0,0,80.0,8480,0,2,0,1,0,2,3,793.0,1,1.0,77.0,-65.0,77.0,72.0,1,11.635143097694478
6,2,1096,1,1,5,1,2,65.0,6305,0,2,0,1,0,2,3,1008.0,1,1.0,47.0,-36.0,47.0,47.0,1,11.737667737648135
8,4,2100,2,3,8,2,4,82.0,9709,-1,4,1,0,0,10,5,918.0,3,3.0,15.0,0.0,15.0,15.0,1,12.674512552799726
5,2,1558,1,1,6,1,3,60.0,10930,0,2,0,1,0,2,3,913.0,1,1.0,60.0,-63.0,77.0,72.0,1,11.84939770159144
6,2,1650,1,1,6,2,4,105.0,16737,-1,2,0,1,0,7,4,1632.0,1,2.0,64.0,-49.0,64.0,64.0,1,12.432267536768098
8,4,2088,2,2,10,1,4,74.0,8899,0,4,1,0,0,10,4,948.0,3,3.0,15.0,-1.0,15.0,15.0,1,12.429216196844383
6,4,1536,2,2,6,1,4,65.0,10237,0,3,0,1,0,4,4,768.0,3,2.0,17.0,-2.0,17.0,16.0,1,12.078239274020289
6,3,1721,1,1,8,3,3,80.0,9736,0,2,0,0,1,2,3,1331.0,1,2.0,65.0,-50.0,65.0,53.0,1,12.071683742491523
6,2,1548,2,1,7,1,3,34.0,3182,0,2,0,1,0,2,4,804.0,1,2.0,44.0,-32.0,44.0,44.0,1,11.898187865760873
6,2,918,2,1,5,1,3,55.0,7892,0,2,0,1,0,4,4,918.0,1,1.0,43.0,-32.0,43.0,43.0,1,11.507912923146684
9,4,2690,2,3,8,1,4,95.0,12350,0,3,0,1,0,10,5,1365.0,2,3.0,13.0,0.0,13.0,13.0,1,12.89621531706982
6,4,1647,2,1,7,1,3,62.0,7917,0,2,0,1,0,4,4,953.0,2,2.0,23.0,-9.0,23.0,22.0,1,12.072541252905651
5,2,825,1,1,4,0,0,60.0,7200,0,2,0,1,0,2,3,825.0,1,1.0,68.0,-54.0,68.0,68.0,1,11.603679828238693
6,3,1657,2,1,7,1,3,77.3,12155,-3,2,0,1,0,2,4,1657.0,1,2.0,52.0,-38.0,52.0,52.0,1,12.004568269319446
